Timestamp,نام؟  (می توانید نام مستعار بگذارید الزامی به اسم واقعی نیست),سن؟,جنسیت؟,تعداد اعضای خانوار؟ (تعداد عضوی از خانواده که با هم در یک خانه زندگی میکنید),وضعیت تاهل؟,سطح تحصیلات؟,شغل؟,میانگین درآمد ماهیانه خانواده؟,تعداد اتومبیل های خانواده؟,آیا خودتان گواهی نامه رانندگی دارید؟,1- به جز خودتان،چند نفر در خانواده تان گواهی رانندگی دارند؟,2- چه مدل خودروهایی اغلب اوقات می رانید یا تمایل دارید؟,3- خودتان خودروی شخصی دارید؟,آیا قصد خرید خودرو در یکسال آینده را دارید(خرید به علت نیاز به اتومبیل نه  سرمایه گذاری)؟,4- چه مقدار معمولا سوار اتومبیل یا تاکسی می شوید؟,5- چه مقدار معمولا از وسایل نقلیه عمومی مانند اتوبوس و مترو برای انجام امور روزانه استفاده می‌کنید؟,6- چه مقدار معمولا از دوچرخه شخصی برای انجام امور روزانه استفاده می کنید؟,7- چه مقدار معمولا از دوچرخه عمومی یا اشتراکی شهرداری برای انجام امور روزانه استفاده می‌کنید؟,8- روزانه به طور متوسط چند کیلومتر سوار خودرو شخصی یا وسایل نقلیه عمومی می‌شوید؟,9- ترجیح می‌دهید تا مقصد مورد نظرتان خودتان رانندگی کنید؟,10- با روش اشتراک گذاری خودرو (Car sharing) چه مقدار آشنایی داشتید؟ (قبل از خواندن توضیح),11- بعد از خواندن توضیحات اشتراک‌گذاری خودرو، ‌چه مقدار علاقه‌مند به استفاده از این روش هستید؟ ,12- روش اشتراک گذاری خودرو در کاهش آلودگی محیط زیست موثر است. چه مقدار مسایل محیط‌زیستی برای شما اهمیت دارد و حاضر هستید برای آن هزینه بیشتری بپردازید‌، زیرا خودروهای کم مصرف و برقی ممکن است کرایه بالاتری داشته باشند؟ ,13- آیا وقتی سیستم اشتراک گذاری خودرو اجرایی شد، تمایل دارید خودروی شخصی خود را بفروشید؟,14- آیا تمایل دارید خودروی خود را در سرویس‌های اشتراک‌گذاری خودرو قرار دهید و کسب درآمد کنید؟  ,در سوال 14 اگر جوابتان خیر است دلیلش را مختصرا توضیح دهید,15- در صورت استفاده از روش کارشیرینگ، ترجیح می‌دهید هزینه عضویت سالیانه پرداخت کنید(مثلا حدود 200 هزار تومان) و در استفاده‌های روزانه تخفیف بگیرید یا بدون حق عضویت، هزینه هر سفر را پرداخت کنید؟(فرض کنید تخفیف برای هرسفر 25% قیمت عادی باشد),16- کدام روش محاسبه کرایه خودرو را ترجیح می‌دهید؟  ,بیشترین هزینه‌ای که برای کرایه ساعتی حاضر به پرداخت هستید، چقدر است؟,بیشترین هزینه‌ای که برای کرایه بر اساس 10 کیلومتر مسافت طی شده، حاضر به پرداخت هستید، چقدر است؟,17- کدام روش رزرو کردن خودرو را ترجیح می‌دهید؟,18- حداکثر چه زمانی تحمل برای در دسترس شدن خودرو در مکان های مشخص شده  دارید؟,19- حداکثر مسافتی که برای رسیدن به خودرو حاضر هستید پیاده روی کنید چقدر است؟,20- اگر فاصله خودرو بیشتر از این مقادیر بود ترجیح می‌دهید چگونه تا خودروی رزروی بروید؟,21- بیشترین نگرانی های شما در استفاده از خودروی اشتراکی چیست؟(چند گزینه قابل انتخاب است),در سوال قبلی اگر پاسختان در گزینه ها نیست، آن را بنویسید ,اگردر قسمت قبلی جوابتان (بله) است. فرض کنید سیستم اشتراک گذاری خودرو به درستی اجرایی شود،آیا ممکن است از خرید خودروی جدید منصرف شوید؟,,22- اگر در مقصدتان جای پارک خودرو نباشد یا به سختی پیدا شود ، چه مقدار تمایل به استفاده از خودروی شخصی برای رفتن به آن مقصد دارید؟,ممنون از کمک بزرگی که به انجام این پروژه کردین
12/6/2018 12:49:28,Mahsa,18-25,زن,4 نفر,مجرد,لیسانس,دانشجو,بین 1.5 تا 3 ملیون تومان,1,بله,2,سدان,خیر,بله,اکثر روزها,به ندرت (ماهی یک یا دو بار),به ندرت (ماهی یک یا دو بار),سوار نمی شوم,بین 30 تا 40,بله,اصلا آشنایی نداشتم,کم,متوسط,خیر,خیر,فرهنگ مردم کشور در امانتداری درست نیست.,هزینه هر سفر بدون تخفیف,بر اساس زمان(ساعت),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,حدود 500 متر,کنسل می‌کنم,"تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف, مسائل بهداشتی",,خیر,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/6/2018 14:55:24,N.R,18-25,زن,4 نفر,مجرد,لیسانس,بیکار,بین 1.5 تا 3 ملیون تومان,1,بله,2,سدان,خیر,خیر,اکثر روزها,اکثر روزها,یکبار یا دوبار در هفته,سوار نمی شوم,بین 20 تا 30,خیر,اصلا آشنایی نداشتم,متوسط,متوسط,خیر,بله,,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس مسافت(کیلومتر طی شده),حدود 30 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,کمتر از 200 متر,تاکسی,بالا بودن هزینه کرایه,,,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/6/2018 15:19:07,Elahe,25-35,زن,,متاهل,دکتری,شاغل تمام وقت,بین 6 تا 15 ملیون تومان,1,بله,4 وبیشتر,سدان,بله,بله,یکبار یا دوبار در هفته,سوار نمی شوم,به ندرت (ماهی یک یا دو بار),سوار نمی شوم,کمتر از 10,بله,تا حدودی آشنایی داشتم,متوسط,زیاد,خیر,خیر,دوست ندارم کسی از وسایل شخصیم استفاده کنه🙄,هزینه هر سفر بدون تخفیف,بر اساس مسافت(کیلومتر طی شده),حدود 30 هزار تومان,حدود 30 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,کمتر از 200 متر,کنسل می‌کنم,"تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, دور بودن خودروهای در دسترس, مسائل بهداشتی",,خیر,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/6/2018 21:21:30,رضا,18-25,مرد,3 نفر,مجرد,لیسانس,دانشجو,بین 1.5 تا 3 ملیون تومان,1,بله,1,سدان,بله,بله,یکبار یا دوبار در هفته,به ندرت (ماهی یک یا دو بار),به ندرت (ماهی یک یا دو بار),یکبار یا دوبار در هفته,بین 40 تا 50,بله,اصلا آشنایی نداشتم,متوسط,متوسط,بله,خیر,,هزینه هر سفر بدون تخفیف,بر اساس زمان(ساعت),حدود 30 هزار تومان,حدود 45 هزار تومان,از طریق تلفن,حدود 20 دقیقه,حدود 1 کیلومتر,تاکسی,بالا بودن هزینه کرایه,,بله,,زیاد (در هر صورت با خودروی شخصی ام میروم و در نزدیکترین مکان پارک می کنم),
12/7/2018 0:24:33,Z,25-35,زن,3 نفر,مجرد,لیسانس,دانشجو,بین 1.5 تا 3 ملیون تومان,1,بله,1,هاچ بک,خیر,بله,سه تا چهار بار در هفته,یکبار یا دوبار در هفته,دوچرخه ندارم,سوار نمی شوم,بین 10 تا 20,خیر,اصلا آشنایی نداشتم,متوسط,متوسط,خیر,خیر,,هزینه عضویت سالیانه و تخفیف برای هر سفر,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,بدون رزرو کردن و به صورت حضوری,حدود 10 دقیقه,کمتر از 200 متر,کنسل می‌کنم,"بالا بودن هزینه کرایه, دور بودن خودروهای در دسترس, مسائل بهداشتی",,بله,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/7/2018 1:09:40,کیانوش,18-25,مرد,5 نفر و بیشتر,مجرد,لیسانس,دانشجو,بین 1.5 تا 3 ملیون تومان,1,بله,2,سدان,بله,بله,اکثر روزها,یکبار یا دوبار در هفته,دوچرخه ندارم,سوار نمی شوم,بین 10 تا 20,بله,تا حدودی آشنایی داشتم,کم,متوسط,خیر,خیر,,هزینه عضویت سالیانه و تخفیف برای هر سفر,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,حدود 500 متر,پیاده روی,"تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف, مسائل بهداشتی",,خیر,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/7/2018 4:05:08,Amin ,25-35,مرد,4 نفر,مجرد,فوق لیسانس,دانشجو,بین 6 تا 15 ملیون تومان,3,بله,2,سدان,بله,خیر,سه تا چهار بار در هفته,سوار نمی شوم,دوچرخه ندارم,سوار نمی شوم,کمتر از 10,بله,اصلا آشنایی نداشتم,ندارم,خیلی زیاد,خیر,خیر,,هزینه هر سفر بدون تخفیف,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,کمتر از 200 متر,کنسل می‌کنم,دور بودن خودروهای در دسترس,,خیر,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/7/2018 11:37:30,Mohammad,25-35,مرد,3 نفر,مجرد,فوق لیسانس,شاغل تمام وقت,بین 3 تا 6ملیون تومان,1,بله,0,سدان,بله,خیر,اکثر روزها,سوار نمی شوم,دوچرخه ندارم,سوار نمی شوم,بین 20 تا 30,بله,اصلا آشنایی نداشتم,ندارم,کم,خیر,خیر,عدم اعتماد,هزینه هر سفر بدون تخفیف,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,حدود 500 متر,کنسل می‌کنم,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف",,,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/7/2018 11:42:47,بهروز,25-35,مرد,5 نفر و بیشتر,مجرد,لیسانس,بیکار,کمتر از 1.5 ملیون تومان,3,بله,4 وبیشتر,سدان,بله,بله,اکثر روزها,سوار نمی شوم,دوچرخه ندارم,سوار نمی شوم,بین 40 تا 50,بله,اصلا آشنایی نداشتم,خیلی زیاد,متوسط,خیر,خیر,رانندگی غیر اصولی و جاده های خراب شهر,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس مسافت(کیلومتر طی شده),حدود 30 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,حدود 500 متر,کنسل می‌کنم,"تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف, مسائل بهداشتی",رانندگی غیر اصولی و خرابی اسفالت شهری,بله,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/7/2018 12:09:34,HSNP,25-35,مرد,,متاهل,فوق لیسانس,شاغل تمام وقت,بین 3 تا 6ملیون تومان,1,بله,1,دیگر,بله,خیر,سوار نمی شوم یا به ندرت استفاده می کنم,به ندرت (ماهی یک یا دو بار),دوچرخه ندارم,سوار نمی شوم,بین 20 تا 30,بله,تا حدودی آشنایی داشتم,زیاد,متوسط,خیر,خیر,,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس زمان(ساعت),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,کمتر از 200 متر,پیاده روی,"تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, مسائل بهداشتی",,بله,,زیاد (در هر صورت با خودروی شخصی ام میروم و در نزدیکترین مکان پارک می کنم),
12/7/2018 12:27:17,Farnaz,25-35,زن,2 نفر,مجرد,دکتری,شاغل پاره وقت,بالاتر از 15 ملیون تومان,2,بله,3,سدان,بله,بله,اکثر روزها,یکبار یا دوبار در هفته,دوچرخه ندارم,سوار نمی شوم,بین 10 تا 20,بله,اصلا آشنایی نداشتم,متوسط,متوسط,خیر,خیر,,هزینه هر سفر بدون تخفیف,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,حدود 500 متر,کنسل می‌کنم,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف, دور بودن خودروهای در دسترس",,خیر,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/7/2018 12:37:29,Fra,25-35,مرد,5 نفر و بیشتر,مجرد,لیسانس,موارد دیگر,بالاتر از 15 ملیون تومان,4 و بیشتر,بله,3,سدان,بله,بله,اکثر روزها,سوار نمی شوم,دوچرخه ندارم,سوار نمی شوم,بین 20 تا 30,بله,اصلا آشنایی نداشتم,متوسط,متوسط,خیر,خیر,معمولا روی ماشینم حساسم,هزینه عضویت سالیانه و تخفیف برای هر سفر,براساس ترکیب زمان و مسافت,حدود 45 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,کمتر از 200 متر,کنسل می‌کنم,تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما,,خیر,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/7/2018 12:42:36,Ehsan,25-35,مرد,4 نفر,مجرد,فوق لیسانس,سرباز,بین 6 تا 15 ملیون تومان,1,بله,3,دیگر,خیر,خیر,یکبار یا دوبار در هفته,اکثر روزها,دوچرخه ندارم,,کمتر از 10,خیر,تا حدودی آشنایی داشتم,متوسط,خیلی زیاد,خیر,خیر,,هزینه هر سفر بدون تخفیف,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,حدود 1 کیلومتر,وسایل حمل و نقل همگانی ماندد اتوبوس و مترو,"دور بودن خودروهای در دسترس, مسائل بهداشتی",,,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/7/2018 12:51:35,جعفر,25-35,مرد,2 نفر,مجرد,دکتری,شاغل پاره وقت,بین 1.5 تا 3 ملیون تومان,2,بله,1,سدان,بله,خیر,اکثر روزها,سوار نمی شوم,به ندرت (ماهی یک یا دو بار),سوار نمی شوم,کمتر از 10,خیر,تا حدودی آشنایی داشتم,متوسط,کم,خیر,بله,,هزینه هر سفر بدون تخفیف,بر اساس زمان(ساعت),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,کمتر از 200 متر,کنسل می‌کنم,تصادف,,خیر,,زیاد (در هر صورت با خودروی شخصی ام میروم و در نزدیکترین مکان پارک می کنم),
12/7/2018 12:57:35,پویان بجای به,25-35,زن,4 نفر,متاهل,فوق لیسانس,خانه دار,بین 3 تا 6ملیون تومان,2,بله,2,سدان,بله,خیر,یکبار یا دوبار در هفته,به ندرت (ماهی یک یا دو بار),دوچرخه ندارم,سوار نمی شوم,کمتر از 10,بله,اصلا آشنایی نداشتم,متوسط,کم,خیر,خیر,,هزینه عضویت سالیانه و تخفیف برای هر سفر,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,حدود 500 متر,کنسل می‌کنم,"تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, مسائل بهداشتی",,خیر,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/7/2018 13:00:23,mm07,25-35,مرد,3 نفر,مجرد,فوق لیسانس,بیکار,بین 1.5 تا 3 ملیون تومان,3,بله,2,هاچ بک,بله,خیر,سه تا چهار بار در هفته,سوار نمی شوم,دوچرخه ندارم,سوار نمی شوم,بین 10 تا 20,بله,اصلا آشنایی نداشتم,متوسط,متوسط,خیر,خیر,استهلاک زیاد خودرو و احتمال ورود خسارت,هزینه هر سفر بدون تخفیف,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,حدود 500 متر,پیاده روی,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, دور بودن خودروهای در دسترس, مسائل بهداشتی",,,,زیاد (در هر صورت با خودروی شخصی ام میروم و در نزدیکترین مکان پارک می کنم),
12/7/2018 14:21:07,MLD,25-35,مرد,3 نفر,مجرد,فوق لیسانس,شاغل تمام وقت,بین 3 تا 6ملیون تومان,1,بله,1,سدان,بله,خیر,یکبار یا دوبار در هفته,اکثر روزها,دوچرخه ندارم,سوار نمی شوم,کمتر از 10,خیر,تا حدودی آشنایی داشتم,متوسط,متوسط,خیر,خیر,,هزینه هر سفر بدون تخفیف,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,حدود 500 متر,وسایل حمل و نقل همگانی ماندد اتوبوس و مترو,"تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف",,بله,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/7/2018 14:45:56,MLD,25-35,مرد,3 نفر,مجرد,فوق لیسانس,شاغل تمام وقت,بین 3 تا 6ملیون تومان,1,بله,1,سدان,بله,خیر,یکبار یا دوبار در هفته,اکثر روزها,دوچرخه ندارم,سوار نمی شوم,کمتر از 10,خیر,تا حدودی آشنایی داشتم,متوسط,متوسط,خیر,خیر,,هزینه هر سفر بدون تخفیف,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,حدود 500 متر,وسایل حمل و نقل همگانی ماندد اتوبوس و مترو,"تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف",,بله,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/7/2018 14:59:33,A1,25-35,مرد,2 نفر,مجرد,فوق لیسانس,بیکار,بین 3 تا 6ملیون تومان,2,بله,2,شاسی بلند,بله,خیر,اکثر روزها,سوار نمی شوم,به ندرت (ماهی یک یا دو بار),سوار نمی شوم,بین 10 تا 20,بله,اصلا آشنایی نداشتم,خیلی زیاد,متوسط,خیر,خیر,استفاده بى ملاحظه مردم,هزینه هر سفر بدون تخفیف,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,کمتر از 200 متر,پیاده روی,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما",,خیر,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/7/2018 15:56:15,ل,18-25,زن,4 نفر,مجرد,لیسانس,شاغل تمام وقت,بین 3 تا 6ملیون تومان,,بله,3,دیگر,خیر,بله,اکثر روزها,سه تا چهار بار در هفته,دوچرخه ندارم,سوار نمی شوم,بیشتر از 50,بله,اصلا آشنایی نداشتم,متوسط,زیاد,خیر,بله,,هزینه هر سفر بدون تخفیف,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,بدون رزرو کردن و به صورت حضوری,حدود 10 دقیقه,بیشتر از 2 کیلومتر,وسایل حمل و نقل همگانی ماندد اتوبوس و مترو,تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما,,بله,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/7/2018 18:42:58,زهرا,25-35,زن,3 نفر,متاهل,فوق لیسانس,شاغل پاره وقت,بین 3 تا 6ملیون تومان,1,بله,1,هاچ بک,بله,خیر,اکثر روزها,سوار نمی شوم,دوچرخه ندارم,سوار نمی شوم,بین 10 تا 20,خیر,تا حدودی آشنایی داشتم,زیاد,متوسط,خیر,خیر,,هزینه عضویت سالیانه و تخفیف برای هر سفر,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,کمتر از 200 متر,وسایل حمل و نقل همگانی ماندد اتوبوس و مترو,تصادف,,خیر,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/7/2018 20:01:33,Amir,25-35,مرد,3 نفر,متاهل,فوق لیسانس,شاغل تمام وقت,بین 1.5 تا 3 ملیون تومان,1,بله,1,سدان,بله,بله,اکثر روزها,به ندرت (ماهی یک یا دو بار),دوچرخه ندارم,سوار نمی شوم,بین 40 تا 50,بله,اصلا آشنایی نداشتم,متوسط,متوسط,خیر,خیر,,هزینه عضویت سالیانه و تخفیف برای هر سفر,براساس ترکیب زمان و مسافت,حدود 30 هزار تومان,حدود 30 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,کمتر از 200 متر,تاکسی,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, دور بودن خودروهای در دسترس",,خیر,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/7/2018 22:05:54,سیروس توتونچیان,25-35,مرد,4 نفر,مجرد,فوق لیسانس,سرباز,بین 1.5 تا 3 ملیون تومان,1,بله,3,هاچ بک,خیر,خیر,اکثر روزها,به ندرت (ماهی یک یا دو بار),به ندرت (ماهی یک یا دو بار),سوار نمی شوم,کمتر از 10,خیر,اصلا آشنایی نداشتم,خیلی زیاد,متوسط,خیر,خیر,اگر خودرویی که صاحبش هستم را به منظور استفاده شخصی و خانواده ام خریده باشم هرگز تمایلی به قرار دادن ماشینم در سرویس اشتراک گذاری خودرو نیستم ولی اگر ماشینی را به هدف کسب درآمد یا سرمایه گذاری خریده باشم ممکن است با توجه به شرایط اقتصادی موجود ماشین خود را در سیستم اشتراک گذاری خودرو قرار دهم.,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق تلفن,5 دقیقه و کمتر,کمتر از 200 متر,کنسل می‌کنم,تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما,,,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/8/2018 2:07:30,behzad,18-25,مرد,5 نفر و بیشتر,مجرد,فوق لیسانس,دانشجو,بین 1.5 تا 3 ملیون تومان,2,بله,3,سدان,خیر,خیر,سوار نمی شوم یا به ندرت استفاده می کنم,اکثر روزها,به ندرت (ماهی یک یا دو بار),سوار نمی شوم,بین 10 تا 20,خیر,اصلا آشنایی نداشتم,متوسط,خیلی زیاد,خیر,خیر,cgfhx,هزینه هر سفر بدون تخفیف,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,حدود 500 متر,پیاده روی,بالا بودن هزینه کرایه,ufcj,خیر,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/8/2018 8:57:00,Amir,25-35,مرد,5 نفر و بیشتر,مجرد,فوق لیسانس,سرباز,بین 6 تا 15 ملیون تومان,3,بله,4 وبیشتر,سدان,بله,خیر,اکثر روزها,به ندرت (ماهی یک یا دو بار),به ندرت (ماهی یک یا دو بار),سوار نمی شوم,بین 20 تا 30,بله,تا حدودی آشنایی داشتم,زیاد,متوسط,خیر,خیر,اعتماد نداشتن به مسافريت و عدم نياز به درآمد حاصله,هزینه هر سفر بدون تخفیف,براساس ترکیب زمان و مسافت,حدود 30 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,حدود 500 متر,پیاده روی,تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما,,,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/8/2018 23:58:27,a,25-35,مرد,2 نفر,متاهل,دکتری,موارد دیگر,بالاتر از 15 ملیون تومان,4 و بیشتر,بله,4 وبیشتر,شاسی بلند,بله,بله,سه تا چهار بار در هفته,سه تا چهار بار در هفته,دوچرخه ندارم,سوار نمی شوم,بین 40 تا 50,خیر,کاملا آشنایی داشتم,کم,ندارد,خیر,خیر,استهلاک، امکان صدمه به دنده و فرمان ماشین,هزینه هر سفر بدون تخفیف,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,کمتر از 200 متر,تاکسی,"بالا بودن هزینه کرایه, تصادف, مسائل بهداشتی",گیر افتادن در ترافیک، خراب شدن ماشین، با هزینهی مشابه از سرویس هایی می توان استفاده کرد که نیازی به رانندگی نیست، تنهایی در حین رانندگی,خیر,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/9/2018 19:25:42,سهراب اگرسیو,25-35,مرد,4 نفر,مجرد,فوق لیسانس,بیکار,کمتر از 1.5 ملیون تومان,0,خیر,0,وانت,خیر,خیر,سوار نمی شوم یا به ندرت استفاده می کنم,سوار نمی شوم,اکثر روزها,سوار نمی شوم,بیشتر از 50,بله,کاملا آشنایی داشتم,خیلی زیاد,خیلی زیاد,بله,بله,بله,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس مسافت(کیلومتر طی شده),حدود 60 هزار تومن و بیشتر,زیر 15 هزار تومان,بدون رزرو کردن و به صورت حضوری,5 دقیقه و کمتر,کمتر از 200 متر,با دوچرخه و قرار‌دادن آن درباربند مخصوص دوچرخه اتومبیل,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف, دور بودن خودروهای در دسترس, مسائل بهداشتی",,بله,,زیاد (در هر صورت با خودروی شخصی ام میروم و در نزدیکترین مکان پارک می کنم),
12/10/2018 19:10:47,t.zargar,35-45,زن,4 نفر,متاهل,دکتری,شاغل تمام وقت,بین 6 تا 15 ملیون تومان,1,بله,1,سدان,بله,بله,اکثر روزها,به ندرت (ماهی یک یا دو بار),دوچرخه ندارم,سوار نمی شوم,بین 40 تا 50,بله,اصلا آشنایی نداشتم,خیلی زیاد,زیاد,خیر,خیر,در صورتيكه نتوانم خودرو اشتراكي استفاده كنم خودر خودم را داشته باشم,هزینه هر سفر بدون تخفیف,براساس ترکیب زمان و مسافت,حدود 30 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,حدود 500 متر,تاکسی,"تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, دور بودن خودروهای در دسترس",,بله,,زیاد (در هر صورت با خودروی شخصی ام میروم و در نزدیکترین مکان پارک می کنم),
12/10/2018 22:55:08,صادق سلیمیان,25-35,مرد,4 نفر,مجرد,فوق لیسانس,شاغل پاره وقت,کمتر از 1.5 ملیون تومان,1,خیر,3,سدان,خیر,خیر,سه تا چهار بار در هفته,سه تا چهار بار در هفته,دوچرخه ندارم,سوار نمی شوم,بین 20 تا 30,بله,اصلا آشنایی نداشتم,متوسط,زیاد,خیر,بله,,هزینه هر سفر بدون تخفیف,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,حدود 500 متر,کنسل می‌کنم,"بالا بودن هزینه کرایه, دور بودن خودروهای در دسترس, مسائل بهداشتی",,خیر,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
